Text	Sentiment	Category
In my life I've gone through a lot of really hard times. I went through depression and had so many challenges that I overcame. And I overcame because I just decided to be happy.	1	personal-experience
That's the thing about depression: A human being can survive almost anything, as long as she sees the end in sight. But depression is so insidious, and it compounds daily, that it's impossible to ever see the end. The fog is like a cage without a key.	0	worldview
There isn't anybody out there who doesn't have a mental health issue, whether it's depression, anxiety, or how to cope with relationships. Having OCD is not an embarrassment anymore - for me. Just know that there is help and your life could be better if you go out and seek the help.	0	advice
Positive emotion alienated from the exercise of character leads to emptiness, to inauthenticity, to depression, and, as we age, to the gnawing realization that we are fidgeting until we die.	0	worldview
Perhaps the saddest irony of depression is that suicide happens when the patient gets a little better and can again function sufficiently.	0	worldview
People who have never dealt with depression think it's just being sad or being in a bad mood. That's not what depression is for me; it's falling into a state of grayness and numbness.	0	personal-experience
I think if there's a great depression there might be some hope.	0	worldview
Our Generation has had no Great war, no Great Depression. Our war is spiritual. Our depression is our lives.	0	worldview
Do not brood over your past mistakes and failures as this will only fill your mind with grief, regret and depression. Do not repeat them in the future.	0	advice
Here is the tragedy: when you are the victim of depression, not only do you feel utterly helpless and abandoned by the world, you also know that very few people can understand, or even begin to believe, that life can be this painful.	0	worldview
Mental health can be just as important as physical health - and major depression is one of the most commonly diagnosed mental illnesses.	0	worldview
I've always liked depressing music because a lot of times, listening to it when you're down can actually make you feel less depressed. Also, even though a person may have problems with depression, sometimes you can actually be kind of comfortable in that space because you know how to operate within it.	0	personal-experience
A lot of people think they should be happy all the time. But the writer understands you need both. You need the whole piano: the richness of the whole human experience. Depression, suffering and anger are all part of being human.	0	worldview
I think failing the qualifying or the 11-plus actually hurt me more than I realised. After I'd become a professor of physics at the Open University, I suddenly thought, 'This is a bit silly.' So I suddenly became much more open about it. But I think probably I was hurt by the failure and didn't want to talk about it.	0	worldview
Most organizations don't fall apart as a result of one big blow. Most relationships don't end because of one grand argument. Most lives don't fall to pieces due to one sad event. No, I suggest to you that sustained failure happens as the consequence of small, daily acts of neglect that stack up over time to lead to a blow up - and break down.	0	worldview
The advanced stats are great to look at for my long-term goals and what I'm trying to accomplish. It shows me there is an inherent failure in pitching. The luck involved, the factors you can't control. You just have to let go of those and focus on the next batter, the next game.	0	worldview
In my view, the first requirement for success for an entrepreneur is to dream big. The second aspect that prevents entrepreneurs from succeeding is fear of failure.	0	worldview
Revolutionaries were depressed and close to emotional breakdown; after the failure, they left successively.	0	worldview
I read less and less. I have not forgiven books for their failure to tell me the truth and make me happy.	0	worldview
I constantly experience failure in that my work is never as good as I want it to be. So I live with failure.	0	worldview
At the heart of the failure of most plays is the inability to carry on a thoughtful conversation about your work with yourself.	0	worldview
With everything that is complex, we learn. If you don't learn, then it's an utter and abject failure. If you do learn, and you're able to apply that to the next situation, then you take away a measure of success.	0	worldview
If you quit every time you face a new challenge, giving up can change how you view yourself. You may begin to think you're weak or that you're a failure because you can't seem to stick with things long enough to see positive results.	0	worldview
It is easier to win than to fail. Everybody sides with the winner. But the failure walks alone.	0	worldview
I wish I had been more prepared, both for success and for failure, when I was younger.	0	worldview
Success is often built on the shoulders of failure - from which new configurations emerge.	0	worldview
I think she's the foundation of everything I've done. I think, definitely, my mother's fear of failure helps make me more resilient and helps make me persevere.	0	personal-experience
What matters is this: Being fearless of failure arms you to break the rules. In doing so, you may change the culture and just possibly, for a moment, change life itself.	0	worldview
As might be supposed, my parents were quite poor, but we somehow never seemed to lack anything we needed, and I never saw a trace of discontent or a failure in cheerfulness over their lot in life, as indeed over anything.	0	worldview
It's - everybody's looking at the bottom line all the time, and failure doesn't look good on the bottom line, and yet you don't learn anything without failing.	0	worldview
When we're in game worlds, I believe that many of us become the best version of ourselves: the most likely to help at a moment's notice. The most likely to stick with a problem as long as it takes. To get up after failure and try again.	0	worldview
I don't think there's any way it could have failed. We don't know failure in this band. We didn't know failure. We got to know it a little after awhile but at that time there was no such word.	0	worldview
Resilient people aren't afraid to admit they have weaknesses. Whether an effective leader acknowledges problems within an organization, or an individual recognizes areas in need of personal growth, resilient people use failure as an opportunity to spot their weaknesses.	0	worldview
My father was a man of principle who found his principles confirmed in the unremitting failure which they brought on him.	0	worldview
Sometimes you learn more from failure than you do from success, and in some ways it's better to have failure at the beginning of your career, or your life.	0	worldview
If 50 percent of your career is not filled with failure, you're not really successful.	0	worldview
If you show me someone who's afraid of failure, I'll show you someone who is not a groundbreaking, innovative pioneer of a certain industry.	0	worldview
Honesty is about the scars. It's about the blemishes. But it's more than just bragging about failure, which could be a form of ego. It's about truly helping people.	0	worldview
Over-dependence on finite resources, like oil, ignores the ability of our great minds to develop alternative energy for the masses, and in doing so ignores climate change and sets up our students and workforce for failure by not educating them about the needs of our future.	0	worldview
Success breeds success, and failure leads to a sort of fallow period.	0	worldview
Science is so incremental and so full of setbacks and small steps forward. In order to really thrive in this business, you have to be able to glean as much joy from the failure days and from the small increments as you do from the breakthroughs.	0	worldview
Failure is fantastic, because you meet yourself and get to know your limitations. This is how I express myself, and I can't do it any other way.	0	worldview
Outward failure may be a manifested variant of inward success.	0	worldview
The consequences for failure are very different if you're a woman or a person of color than they are if you're a guy. If you're a guy who makes a mistake, you get a second chance. Often, for those of us who are outsiders, we make a mistake, and that's the end of the conversation.	0	worldview
The probability of failure doesn't matter to me.	0	worldview
Sadness is a super important thing not to be ashamed about but to include in our lives. One of the bigger problems with sadness or depression is there's so much shame around it. If you have it you're a failure. You are felt as being very unattractive.	0	worldview
Failure worries me; nobody wants to fail. There is a fear that one day, films will not come my way, or if someone doesn't watch your film, that is a worrying point. It is unpredictable in the industry.	0	worldview
To a certain extent, I enjoy failure. It's part of the game. There's always room to grow; there's room to improve.	0	worldview
Failure is an extremely personal thing, and so is success. The problem with people is they don't own their failure, and if you don't own your failures, you're never going to own your successes.	0	worldview
Fear of failure is a great thing. It pushes you past your comfort levels.	0	worldview
If your goal is to lose 10 pounds, you may wake up each day with failure in mind because the goal is hard to reach, and you are progressing only by small amounts. It takes up all your willpower. I recommend that instead of a goal, you have a system.	0	worldview
Well, I think it's too early to call Fallujah a failure.	0	worldview
Escapism, we are led to believe, is evidence of a deficiency in character, a certain failure of temperament, and like so many -isms, it is to be strenuously avoided. 'How do you expect to get ahead?,' people ask. But the question altogether misses the point. The escapist doesn't want to get ahead. He simply wants to get away.	0	worldview
When you are having a rough day... you think you are failing. But failure is a part of life. It's about building character and growing.	0	advice
I believe that every person's failure is their fault, every single time.	0	worldview
Confidence is contagious, but so is failure. Even the Yankees will lose if you persuade them that they will.	0	worldview
I feel rejecting rejection is one of the most crucial steps in getting past failure.	0	worldview
There is only one real failure in life that is possible, and that is, not to be true to the best one knows.	0	worldview
The difference between a score in the 90s and a century is often reflected as the difference between failure and success. It may be illogical, but in cricket, a century has its own magic.	0	worldview
Over the years, I learned that in my career, unlike in life, sometimes my wheelchair is its own automatic door opener. I was able to win the OWN competition by applying one simple principle: be funny, and admit you suck before anyone else can call you out on it. In other words, make the narrative of your failure a comedy.	0	worldview
I just felt that 'Golden Balls' was the right thing to do. I didn't care if people thought I was a failure.	0	worldview
The very reasons sometimes that you make a film are the reasons for its failure.	0	worldview
I'm full of self-doubt. I doubt everything I do. Everything I do is a failure.	0	worldview
I always performed out of fear of failure - and that's a tough way to play. It was as if my back was to the wall and I was constantly surrounded by very dangerous people that were not friendly to me.	0	worldview
When an action is once done, it is right or wrong for ever; no accidental failure of its good or evil fruits can possibly alter that.	0	worldview
My biggest fear is doing the same things 10 years from now. That would be a failure. It's something you have to constantly reassess, and asking yourself what you are going to do next makes it a good, long full journey.	0	worldview
The starkest rejection letter might be followed by a million-dollar advance. Don't let rejection start to look the same as failure.	0	worldview
Failure actually makes you strong.	0	worldview
It's your own fear of failure that stops you from doing things.	0	worldview
The study of literature threatens to become a kind of paleontology of failure, and criticism a supercilious psychoanalysis of authors.	0	worldview
When I talk to young people, I always tell them the biggest lesson I learned was that you shouldn't care about the outcome. If it fails, it fails. Every failure will groom you for your next big reward.	0	worldview
We know there is no such thing as freedom without the risk of failure.	0	worldview
If you're the type of person who has to fulfill your dreams, you've gotta be resourceful to make sure you can do it. I came out to California when I was 21, thinking my New York credentials would take me all the way. I came back home a year later all dejected and a failure.	0	worldview
Ignorance is the failure to discriminate between the permanent and the impermanent, the pure and the impure, bliss and suffering, the Self and the non-Self.	0	worldview
I have to give back. For me, it would be a failure if I could not give back.	0	worldview
It's the same with success and failure. There's always the momentum thing, but you just have to put whatever happened in the past behind you.	0	worldview
Failure will happen. It's a normal part of the startup process.	0	worldview
Failure and missteps help refine your character and make you wiser.	0	worldview
I may be a successful football player, but I feel like such a failure.	0	personal-experience
I don't have any fear of failure whatsoever. I used to, and I told myself I wouldn't allow myself to anymore.	1	personal-experience
If you're 40 years old and you've never had a failure, you've been deprived.	0	worldview
I guess you can say that my unwillingness to accept failure is what drives my success.	0	worldview
I was never afraid of failure after that because, I think, coming that close to death you get kissed. With the years, the actual experience of course fades, but the flavor of it doesn't. I just had a real sense of what choice do I have but to live fully?	0	personal-experience
I've become a professional failure - in order to pay the mortgage I have to remain unemployed. Luckily, a disaster always seems to befall me at exactly the right moment.	0	worldview
In God's world, for those who are in earnest, there is no failure. No work truly done, no word earnestly spoken, no sacrifice freely made, was ever made in vain.	0	worldview
Success and failure are a part of filmmaking.	0	worldview
Well, the idea is that failure is an inevitable partner on the road to success and, if you're not willing to confront failure, you can never find out how good you are.	0	worldview
A lot of actors do that - they blame their failure on their agents or their photos. But that is just putting off the real issues.	0	personal-experience
Civilization is a failure. We need to think what we can do together in love and peace.	0	worldview
A person who doubts himself is like a man who would enlist in the ranks of his enemies and bear arms against himself. He makes his failure certain by himself being the first person to be convinced of it.	0	worldview
I write good songs out of fear... fear of failure. Because if they're not good enough, you feel yourself starting to fall.	0	personal-experience
You get older, you slow down. Failure feels like less of a humiliation and more of a balanced return.	0	worldview
Ego is certainly there in many of the greatest and most dizzying tales of success - but it's there in some of the greatest stories of failure and self-implosion as well.	0	worldview
I have a lack of fear, whereas in the past the fear of failure was a powerful motivator. Anyway, I have great expectations for the future, but I just don't know if I'm the monarch of all I survey.	0	worldview
We feel a lot of pressure about looking silly or appearing weak, whatever that means, or being a failure. You have to keep in your head: what's the worst that can happen?	0	worldview
I think that a failure of statistical thinking is the major intellectual shortcoming of our universities, journalism and intellectual culture.	0	worldview
Sometimes failure isn't an opportunity in disguise, it's just you.	0	worldview
Whenever you start a new business, the sheer number of variables at hand makes failure a constant possibility.	0	worldview
My story of success and failure is not just about music and being famous. It's about living and loving and trying to find purpose in this crazy world.	0	worldview
I challenge anybody to go through their career and not have a failure as a talent.	0	worldview
Regard every suggestion that your life may be a failure, that you are not made like those who succeed, and that success is not for you, as a traitor, and expel it from your mind as you would a thief from your house.	0	worldview
Success is always less funny than failure.	0	worldview
Once you can accept failure, you can have fun and success.	0	worldview
Kids have been let down by adults - we've tried to give them too much, we've tried not to impose discipline. We've tried to make their lives easier and, in doing so, we've taken something away from them. Kids like boundaries, they also like to be pushed, need to learn what failure is all about, need guidance.	0	worldview
Success unshared is failure.	0	worldview
One of the reasons people stop learning is that they become less and less willing to risk failure.	0	worldview
If you want to become physically stronger, you'll need healthy habits - like going to the gym. You'll also have to give up unhealthy habits - like eating junk food. Building mental strength requires healthy habits - like practicing gratitude - while also giving up unhealthy behavior, like giving up after the first failure.	0	worldview
Life is bigger than cinema. Cinema is just a part of life, so I never take success or failure seriously.	0	worldview
We're born with success. It is only others who point out our failures, and what they attribute to us as failure.	0	worldview
The only real failure in life is not to be true to the best one knows.	0	worldview
There are only really a few stories to tell in the end, and betrayal and the failure of love is one of those good stories to tell.	0	worldview
I'm living life as best I can - but I'm not exempt from failure and making bad choices.	0	worldview
Sometimes a noble failure serves the world as faithfully as a distinguished success.	0	worldview
Intemperance and intolerance serve no one, and hatred guarantees failure.	0	worldview
Most girls are taught to avoid risk and failure. We're taught to smile pretty, play it safe, get all A's. Boys, on the other hand, are taught to play rough, swing high, crawl to the top of the monkey bars, and then just jump off headfirst.	0	worldview
The key to accepting responsibility for your life is to accept the fact that your choices, every one of them, are leading you inexorably to either success or failure, however you define those terms.	0	worldview
One should accept failure, and be willing to learn, unlearn and relearn again.	0	worldview
My story as an artist has been about trial and error. It's been about artist development, character building, struggle, happiness and failure, family, and music.	0	worldview
Failure is the most terrible thing in our business. When we fail, the whole world knows about it.	0	worldview
Success is boring... failure is exciting and more entertaining.	0	worldview
Creative risk taking is essential to success in any goal where the stakes are high. Thoughtless risks are destructive, of course, but perhaps even more wasteful is thoughtless caution which prompts inaction and promotes failure to seize opportunity.	0	worldview
When you say 'failure,' that seems really dramatic, but a lot of failure is just really depressing and mundane. I remember the first time I ever played a concert in Italy. I played a venue that held 900 people, and I think five people showed up. It wasn't a big, 'John Carter of Mars' type failure. It wasn't dramatic; it was just depressing.	0	worldview
We create success or failure on the course primarily by our thoughts.	0	worldview
I've always felt that 'game over' is a state of failure more for the game designer than from the player.	0	worldview
There is no loneliness greater than the loneliness of a failure. The failure is a stranger in his own house.	0	worldview
A failure will not appear until a unit has passed final inspection.	0	worldview
Elegance is not a dispensable luxury but a factor that decides between success and failure.	0	worldview
Failure has been my best friend as a writer. It tests you, to see if you have what it takes to see it through.	0	worldview
It's okay to fail 'cause there's no failure, you're just informing the richness of your experience, and that's - that's the greatest gift you can possibly give yourself.	0	worldview
A failure establishes only this, that our determination to succeed was not strong enough.	0	worldview
I wouldn't call Loopt a failure. It didn't turn out like I wanted, for sure, but it was fun, I learned a lot, and I made enough money to start investing, which led me to my current job. I don't regret it at all.	0	worldview
One of the things I definitely think of as a driver of me is fear. And it's fear of failure, fear of being overtaken.	0	worldview
So it is in poetry. All we ask is that the mood recorded shall impress us as having been of the kind that exhausts the imaginative capacity; if it fails to do this the failure will announce itself either in prose or in insignificant verse.	0	worldview
Failure is good. It's fertilizer. Everything I've learned about coaching, I've learned from making mistakes.	0	worldview
There's something to be said for failing. It's not the failure you feel, it's the failure that people project when something disappoints. You're back to ground zero, where there's no expectations, and that's where I like to be.	0	worldview
Forget about the consequences of failure. Failure is only a temporary change in direction to set you straight for your next success.	0	worldview
How one handles success or failure is determined by their early childhood.	0	worldview
At some point, most of us reach a place where we're afraid to fail, where we instinctively avoid failure and stick only to what is placed in front of us or only what we're already good at. This confines us and stifles us.	0	worldview
You'll never convince me there is a hopeless situation or there is any finality in any success or any failure.	0	worldview
Without failure there is no sweetness in success. There's no understanding of it.	0	worldview
We go there with confidence, but we know there is a very fine line between success and failure in this game.	0	worldview
I've always believed that it's important to show a new look periodically. Predictability can lead to failure.	0	worldview
Success and failure is temporary. So don't let them get to you.	0	worldview
Well, I think that there's a very thin dividing line between success and failure. And I think if you start a business without financial backing, you're likely to go the wrong side of that dividing line.	0	worldview
A failure is a man who has blundered, but is not able to cash in the experience.	0	worldview
We are human beings, at the end of the day. Success and failure are a part and parcel of our life.	0	worldview
As an entrepreneur, I've come across countless articles and quotes proudly telling me that I should accept failure, smile, and keep my head up. In other words, I've been told to stay positive. The thing is, when you're forced to shut down a business and let really awesome people you care about go, staying positive is the last thing on your mind.	0	worldview
The paranoiac is the exact image of the ruler. The only difference is their position in the world. One might even think the paranoiac the more impressive of the two because he is sufficient unto himself and cannot be shaken by failure.	0	worldview
It is in our genes that we think of breaking up when we love and of failure and fall when we succeed.	0	worldview
A passionate belief in your business and personal objectives can make all the difference between success and failure. If you aren't proud of what you're doing, why should anybody else be?	0	worldview
There is no such thing as darkness; only a failure to see.	1	worldview
I failed the LSAT. Basically, if I had not failed, I'd have been a lawyer and there would be no Spanx. I think failure is nothing more than life's way of nudging you that you are off course. My attitude to failure is not attached to outcome, but in not trying. It is liberating.	0	personal-experience
Sloth is the failure to do what needs to be done when it needs to be done - like the kamikaze pilot who flew seventeen missions.	0	worldview
What we perceive as a failure may simply be our inner being's way of telling us that we are ready to move to a new level of growth.	0	worldview
Laziness is a secret ingredient that goes into failure. But it's only kept a secret from the person who fails.	0	worldview
Federal regulations forbid delaying inspections for fracture-critical bridges like the fallen Minneapolis bridge - the kind with a lack of redundancy in design, so that a single failure in a load-bearing part can cause the entire bridge to collapse.	0	worldview
If we don't succeed, we run the risk of failure.	0	worldview
Success is more dangerous than failure, the ripples break over a wider coastline.	0	worldview
He who risks and fails can be forgiven. He who never risks and never fails is a failure in his whole being.	0	worldview
Don't think of it as failure. Think of it as time-released success.	0	worldview
When people have a willpower failure, it's because they haven't anticipated a situation that's going to come along.	0	worldview
War remains the decisive human failure.	0	worldview
I am not worried about failure. I have made my career in this industry, so it does not scare me.	0	worldview
Failure has never been a signal for me to quit; it's always been a sign for me to go down another path.	0	worldview
Why should anybody be interested in some old man who was a failure?	0	worldview
That's all I ever wanted - to go out as myself and have the success or failure fall on me.	0	worldview
The vast majority of large scale change efforts fail. Which means that the probability that you have actually experienced a failure, and your people know that and are pessimistic, therefore, about trying something again, is very high.	0	worldview
What is indisputable is the fact that unbelief is the force that gives birth to all of our bad behavior and every moral failure. It is the root.	0	worldview
I don't know if there's a genetic marker for entrepreneurship. But if there is, it's most likely not a genius for planning. It's a propensity for action - and the ability to put failure behind you quickly. To stop being precious about your ideas.	0	worldview
The success and the failure are not my concern, but His.	0	worldview
It's how you deal with failure that determines how you achieve success.	0	worldview
But while success and failure depend on conditions, the mind neither waxes nor wanes.	0	worldview
The man who has done his level best... is a success, even though the world may write him down a failure.	0	worldview
No man can be a failure if he thinks he's a success; If he thinks he is a winner, then he is.	0	worldview
I think like a Silicon Valley entrepreneur. Failure is a great teacher. At the same time, you must remember, success will never last... Whether it's tech or fashion, it must be for the customer.	0	worldview
Perfectionist is sometimes the wrong word... It means like you're never satisfied, or you're upset by every single failure - any type of failure. And so for me, I don't look at failure as necessarily a bad thing as long as I'm able to learn from it and take something from it, so that next time I'm in that situation I know how to succeed.	0	worldview
In the different voice of women lies the truth of an ethic of care, the tie between relationship and responsibility, and the origins of aggression in the failure of connection.	0	worldview
I find fault with my children because I like them and I want them to go places - uprightness and strength and courage and civil respect and anything that affects the probabilities of failure on the part of those that are closest to me, that concerns me - I find fault.	0	worldview
There's always a possibility that you can have a catastrophic failure, of course. This could happen on any flight.	0	worldview
Failure is an amazing data point that tells you which direction not to go.	0	worldview
Belief in the supernatural reflects a failure of the imagination.	0	worldview
There's no right or wrong, success or failure.	0	worldview
Mental health is an area where people are embarrassed. They don't want to talk about it because somehow they feel they're a failure as a parent or, you know, they're embarrassed for their child or they want to protect their child, lots of very good reasons, but mental health, I feel, is something that you have to talk about.	0	worldview
Innovation demands risk-taking - which, in turn, entails redefining failure, stripping away its power to inhibit.	0	worldview
I tell my team you have to aim for success, but assume failure.	0	advice
No man ever achieved worth-while success who did not, at one time or other, find himself with at least one foot hanging well over the brink of failure.	0	worldview
The power of fear of failure, with will to win, is an incredible force. I don't think we should be worried about having a fear of failure; I think it's quite natural. If you surveyed any top businessman or any top athlete, I bet if they were truthful, they would all say they've got a fear of losing and a fear of failure.	0	worldview
If you're constantly pushing yourself higher, higher, the law of averages - not to mention the myth of Icarus - predicts that you will at some point fall. And when you do, I want you to know this, remember this: There is no such thing as failure.	0	worldview
Discipline is based on pride, on meticulous attention to details, and on mutual respect and confidence. Discipline must be a habit so ingrained that it is stronger than the excitement of the goal or the fear of failure.	0	advice
Resilient people recognize that no matter how bad the circumstances are, their situation could always be worse. They don't allow themselves to exaggerate how terrible their problems are, and they don't run around predicting how much worse things are going to get. Instead, they view failure with an accurate perspective.	0	worldview
Entrepreneurs are risk takers, willing to roll the dice with their money or reputation on the line in support of an idea or enterprise. They willingly assume responsibility for the success or failure of a venture and are answerable for all its facets.	0	worldview
If you don't accept failure as a possibility, you don't set high goals, you don't branch out, you don't try - you don't take the risk.	0	worldview
Failure is part and parcel of the process of experimenting with roles and films.	0	worldview
It is often the failure who is the pioneer in new lands, new undertakings, and new forms of expression.	0	worldview
Our inner beliefs trigger failure before it happens. They sabotage lasting change by canceling its possibility. We employ these beliefs as articles of faith to justify our inaction and then wish away the result. I call them belief triggers.	0	worldview
People who try to tackle failure attract failure. The more you indulge in analysis, it gets tougher. So just keep making mistakes and learn.	0	worldview
I've failed a lot, you know, in football, and I've gone on a lot of auditions, been told no, been told I'm not right, so I know what failure feels like. It's about the work.	0	worldview
Students rarely disappoint teachers who assure them in advance that they are doomed to failure.	0	worldview
I think I've always been somebody, since the deaths of my father and brother, who was afraid to hope. So, I was more prepared for failure and for rejection than for success.	0	personal-experience
My personality is based on an anonymity and failure. Failure and anonymity, those are my strengths - superiority from below.	0	worldview
In any restaurant, my eyes alight first, as if by an atavistic pull, on the meat dishes on the menu. In any dinner party I throw, I think of the non-vegetarian dish as central. I view this as a combination of weakness, greed and moral failure. Someone please help.	0	worldview
I went to a motivational training course once, a course of self-discovery, and I found out after a week that my fear - it was not a fear of not being accepted - was a very violent fear of failure.	0	personal-experience
I expect either total success or total failure. That's my lot in life.	0	worldview
Failure can teach you something, and as long as you're moving very, very quickly, you're going to start piling up the wins. Speed gives you the luxury to be able to fail.	0	worldview
Failure is nature's plan to prepare you for great responsibilities.	0	worldview
While it is important for people to see your promise you must also remember that hope is the keeper of both happiness and disappointment, the father of both progress and failure.	0	worldview
I think my whole life, because of where I came from, I had a fear of failure.	0	worldview
I didn't fear failure. I expected failure.	0	worldview
The terror of failure can make you feel like a failure. So a bunch of people think you're not very good at your thing. How much do you invest in what they say? How much do you care? Failure is not putting yourself on the line.	0	worldview
Success without someone to share it with is hollow indeed. On the other hand, it beats the heck out of failure.	0	worldview
I failed first grade, which is my biggest problem. You always feel like a failure, like you're stupid.	0	personal-experience
Failure is simply a few errors in judgment, repeated every day.	0	worldview
Don't come home a failure.	1	advice
As kids we're not taught how to deal with success; we're taught how to deal with failure. If at first you don't succeed, try, try again. If at first you succeed, then what?	0	worldview
I am not affected or carried away by success or failure.	0	worldview
I have no ambition whatsoever. I don't know whether that's because I'm afraid of losing, or of failure - of not being the best.	0	personal-experience
Fear tastes like a rusty knife and do not let her into your house.	1	worldview
Prosperity is not without many fears and distastes; adversity not without many comforts and hopes.	0	worldview
True success is overcoming the fear of being unsuccessful.	0	worldview
Grief has limits, whereas apprehension has none. For we grieve only for what we know has happened, but we fear all that possibly may happen.	0	worldview
Fears are nothing more than a state of mind.	1	worldview
One of the greatest discoveries a man makes, one of his great surprises, is to find he can do what he was afraid he couldn't do.	0	worldview
Pick the day. Enjoy it - to the hilt. The day as it comes. People as they come... The past, I think, has helped me appreciate the present - and I don't want to spoil any of it by fretting about the future.	0	personal-experience
There is no hope unmingled with fear, and no fear unmingled with hope.	0	worldview
This is all you have. This is not a dry run. This is your life. If you want to fritter it away with your fears, then you will fritter it away, but you won't get it back later.	1	advice
As soon as the fear approaches near, attack and destroy it.	1	advice
Don't be afraid to see what you see.	0	advice
You are only afraid if you are not in harmony with yourself. People are afraid because they have never owned up to themselves.	0	worldview
Boldness is a mask for fear, however great.	0	worldview
The fear of becoming a 'has-been' keeps some people from becoming anything.	0	worldview
There is no passion so contagious as that of fear.	0	worldview
Tell us your phobias and we will tell you what you are afraid of.	0	worldview
No one ever told me that grief felt so like fear.	0	worldview
My 'fear' is my substance, and probably the best part of me.	0	worldview
I fear the Greeks, even when they bring gifts.	0	worldview
We fear the thing we want the most.	0	worldview
To fight fear, act. To increase fear - wait, put off postpone.	0	advice
The first duty of man is to conquer fear; he must get rid of it, he cannot act till then.	0	worldview
True nobility is exempt from fear.	0	worldview
Having a child, that's always been my biggest fear. I want a child and I fear a child.	0	personal-experience
The mark of fear is not easily removed.	0	worldview
A lot of people live in fear because they haven't figured out how you're going to react when faced with a certain set of circumstances. I've come to terms with this by looking deeply into whatever makes me fearful - what are the key elements that get the hairs up on the back of my neck - and then figuring out what I can do about it.	0	worldview
Fear makes us feel our humanity.	0	worldview
There are things which a man is afraid to tell even to himself, and every decent man has a number of such things stored away in his mind.	0	worldview
We should not fret for what is past, nor should we be anxious about the future; men of discernment deal only with the present moment.	1	worldview
Every man, through fear, mugs his aspirations a dozen times a day.	0	worldview
He will never have true friends who is afraid of making enemies.	0	worldview
When you're fearful, you stumble.	0	advice
The thinner the ice, the more anxious is everyone to see whether it will bear.	0	worldview
No one should have to live in fear.	0	worldview
Even death is not to be feared by one who has lived wisely.	0	worldview
I'd rather give my life than be afraid to give it.	0	worldview
To pity distress is but human; to relieve it is Godlike.	0	worldview
There is nothing that fear and hope does not permit men to do.	0	worldview
Minds that are ill at ease are agitated by both hope and fear.	0	worldview
That man is prudent who neither hopes nor fears anything from the uncertain events of the future.	1	worldview
It is the strange fate of man, that even in the greatest of evils the fear of the worst continues to haunt him.	0	worldview
If you let your fear of consequence prevent you from following your deepest instinct, your life will be safe, expedient and thin.	1	advice
He whom many fear, has himself many to fear.	0	worldview
We fear violence less than our own feelings. Personal, private, solitary pain is more terrifying than what anyone else can inflict.	0	worldview
I think what weakens people most is fear of wasting their strength.	0	worldview
A person's fears are lighter when the danger is at hand.	0	worldview
By adversity are wrought the greatest works of admiration, and all the fair examples of renown, out of distress and misery are grown.	1	worldview
One had to take some action against fear when once it laid hold of one.	0	worldview
I'm different, and my manner invites questions. I'm never afraid to answer.	0	worldview
It is the perpetual dread of fear, the fear of fear, that shapes the face of a brave man.	0	worldview
We often pretend to fear what we really despise, and more often despise what we really fear.	0	worldview
The fearful unbelief is unbelief in yourself.	0	worldview
Some movie stars wear their sunglasses even in church. They're afraid God might recognize them and ask for autographs.	0	worldview
One thing about being successful is that I stopped being afraid of dying. Once you're a star you're dead already. You're embalmed.	0	worldview
As a child, I was more afraid of tetanus shots than, for example, Dracula.	0	worldview
What we have most to fear is failure of the heart.	0	worldview
I am convinced that it is not the fear of death, of our lives ending that haunts our sleep so much as the fear... that as far as the world is concerned, we might as well never have lived.	0	worldview
Sleep makes people calmer, more alert, less fearful - just plain happier, or so I see around me and in me. I am sure that if this great nation were to concentrate on getting more sleep, we would be a happier, more confident people, and that by itself would be a major achievement.	0	worldview
We lavish on animals the love we are afraid to show to people. They might not return it; or worse, they might.	0	worldview
I'm not at the point where I'd feel safe in a house alone. I would be really scared. I'm the kind of person that when I get up to go use the bathroom I have this big long hallway, and I just know someone's going to jump out and get me.	0	worldview
We have perhaps a natural fear of ends. We would rather be always on the way than arrive. Given the means, we hang on to them and often forget the ends.	0	worldview
When we are afraid we ought not to occupy ourselves with endeavoring to prove that there is no danger, but in strengthening ourselves to go on in spite of the danger.	0	worldview
Why is it that when we get older, we get more fearful?	0	worldview
Courage is a peculiar kind of fear.	0	worldview
I was a very fearful little kid, and I would always see the worst in everything. The glass was half-empty. I would see people kissing, and I would think one was trying to bite the other.	0	worldview
A child understands fear, and the hurt and hate it brings.	0	worldview
Everyone wishes that the man whom he fears would perish.	0	worldview
An ugly sight, a man who is afraid.	0	worldview
Nothing in life is to be feared, it is only to be understood. Now is the time to understand more, so that we may fear less.	1	worldview
I fear not the man who has practiced 10,000 kicks once, but I fear the man who has practiced one kick 10,000 times.	0	worldview
I must not fear. Fear is the mind-killer. Fear is the little-death that brings total obliteration. I will face my fear. I will permit it to pass over me and through me. And when it has gone past, I will turn the inner eye to see its path. Where the fear has gone, there will be nothing. Only I will remain.	0	worldview
Time is too slow for those who wait, too swift for those who fear, too long for those who grieve, too short for those who rejoice, but for those who love, time is eternity.	0	worldview
Inaction breeds doubt and fear. Action breeds confidence and courage. If you want to conquer fear, do not sit home and think about it. Go out and get busy.	1	worldview
Don't let the fear of the time it will take to accomplish something stand in the way of your doing it. The time will pass anyway; we might just as well put that passing time to the best possible use.	0	advice
I've learned that fear limits you and your vision. It serves as blinders to what may be just a few steps down the road for you. The journey is valuable, but believing in your talents, your abilities, and your self-worth can empower you to walk down an even brighter path. Transforming fear into freedom - how great is that?	0	worldview
